source,brand,title,price,url,image_url,tags,sales_volume,raw_data,total_count,unit_price
MOMO,我的健康日記,【我的健康日記】舒密護蔓越莓益生菌(30包 私密保養首選 法國洛神花萼萃取),699,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=6781481&Area=search&mdiv=403&oid=1_17&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i2.momoshop.com.tw/1769078701/goodsimg/0006/781/481/6781481_OR_m.webp,,0,【我的健康日記】舒密護蔓越莓益生菌(30包 私密保養首選 法國洛神花萼萃取),,0.0
MOMO,FJ豐傑生醫,【FJ豐傑生醫】712D益生菌-克菲爾PLUS-30包/盒(調整體質ｘ排便順暢),1280,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12319485&Area=search&mdiv=403&oid=1_18&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1765558779/goodsimg/0012/319/485/12319485_OR_m.webp,,0,【FJ豐傑生醫】712D益生菌-克菲爾PLUS-30包/盒(調整體質ｘ排便順暢),,0.0
MOMO,義美生醫,【義美生醫】厚奶茶-添加熱去活乳酸菌(30g*10包/盒；義美人氣厚奶茶、日本專利熱去活乳酸菌、高纖順暢),288,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13705224&Area=search&mdiv=403&oid=1_19&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i1.momoshop.com.tw/1763114266/goodsimg/0013/705/224/13705224_OR_m.webp,,0,【義美生醫】厚奶茶-添加熱去活乳酸菌(30g*10包/盒；義美人氣厚奶茶、日本專利熱去活乳酸菌、高纖順暢),,0.0
MOMO,義美生醫,【義美生醫】常順軍益生菌-頂級保健S(30包*3盒；成分最單純的益生菌、無食品添加物、進階保養),2111,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=12849379&Area=search&mdiv=403&oid=1_20&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1763114427/goodsimg/0012/849/379/12849379_OR_m.webp,,0,【義美生醫】常順軍益生菌-頂級保健S(30包*3盒；成分最單純的益生菌、無食品添加物、進階保養),,0.0
MOMO,娘家官方直營,【娘家官方直營】益生菌3盒組(40包/盒.NTU101.調整體質),3188,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=10371748&Area=search&mdiv=403&oid=1_21&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i3.momoshop.com.tw/1765848127/goodsimg/0010/371/748/10371748_OR_m.webp,,0,【娘家官方直營】益生菌3盒組(40包/盒.NTU101.調整體質),,0.0
MOMO,大研生醫,【大研生醫】1000億益生菌粉包PLUS＋2入組(共60包),1850,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13657146&Area=search&mdiv=403&oid=1_22&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i3.momoshop.com.tw/1768832581/goodsimg/0013/657/146/13657146_OR_m.webp,,0,【大研生醫】1000億益生菌粉包PLUS＋2入組(共60包),,0.0
MOMO,赫而司,【赫而司】婦淨康益生菌2罐(共120顆女性私密保養乳酸菌五益菌強化配方+果寡糖全素食膠囊),1896,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8123176&Area=search&mdiv=403&oid=1_23&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1757083141/goodsimg/0008/123/176/8123176_OR_m.webp,💊膠囊,0,【赫而司】婦淨康益生菌2罐(共120顆女性私密保養乳酸菌五益菌強化配方+果寡糖全素食膠囊),240.0,7.9
MOMO,善存,【善存】3效順暢益生菌粉末顆粒 4+1盒組(40包/盒-雙專利益生菌 消化順暢 代謝好 狀態好 鳳梨酵素),3329,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=8908864&Area=search&mdiv=403&oid=1_24&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i1.momoshop.com.tw/1767668702/goodsimg/0008/908/864/8908864_OR_m.webp,,0,【善存】3效順暢益生菌粉末顆粒 4+1盒組(40包/盒-雙專利益生菌 消化順暢 代謝好 狀態好 鳳梨酵素),,0.0
MOMO,大研生醫,【大研生醫】1000億益生菌粉包PLUS＋4入組(共120包),3499,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=13657145&Area=search&mdiv=403&oid=1_25&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i3.momoshop.com.tw/1768832581/goodsimg/0013/657/145/13657145_OR_m.webp,,0,【大研生醫】1000億益生菌粉包PLUS＋4入組(共120包),,0.0
MOMO,InSeed益喜氏,【InSeed益喜氏】升級版 K21代謝益生菌-益菌寶 2盒組(60包/盒),2284,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=4816241&Area=search&mdiv=403&oid=1_26&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i3.momoshop.com.tw/1763090202/goodsimg/0004/816/241/4816241_OR_m.webp,,0,【InSeed益喜氏】升級版 K21代謝益生菌-益菌寶 2盒組(60包/盒),,0.0
MOMO,老行家,【老行家】hoscode蔓越莓益生菌30包/盒(買一送一),993,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=7230757&Area=search&mdiv=403&oid=1_27&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1731489482/goodsimg/0007/230/757/7230757_OR_m.webp,,0,【老行家】hoscode蔓越莓益生菌30包/盒(買一送一),,0.0
MOMO,統一LP33,【統一LP33】健字號益生菌膠囊*10盒(30顆/盒-調整過敏體質 免疫調節 抗敏),7288,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=4892335&Area=search&mdiv=403&oid=1_28&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1765761152/goodsimg/0004/892/335/4892335_OR_m.webp,💊膠囊,0,【統一LP33】健字號益生菌膠囊*10盒(30顆/盒-調整過敏體質 免疫調節 抗敏),300.0,24.29
MOMO,台塑生醫醫之方,【台塑生醫醫之方】舒暢益生菌x2盒(共60包加碼送舒暢益生菌PLUS 4g*3小條),999,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=3774443&Area=search&mdiv=403&oid=1_29&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i4.momoshop.com.tw/1718939123/goodsimg/0003/774/443/3774443_OR_m.webp,,0,【台塑生醫醫之方】舒暢益生菌x2盒(共60包加碼送舒暢益生菌PLUS 4g*3小條),,0.0
MOMO,Wakamoto,【Wakamoto】若元益生菌_220錠/瓶(食品、獨家高活性WB菌、TriBio Sync配方、使排便順暢、日本原裝),920,https://www.momoshop.com.tw/goods/GoodsDetail.jsp?i_code=14041251&Area=search&mdiv=403&oid=1_30&cid=index&kw=%E7%9B%8A%E7%94%9F%E8%8F%8C,https://i2.momoshop.com.tw/1765769346/goodsimg/0014/041/251/14041251_OR_m.webp,,0,【Wakamoto】若元益生菌_220錠/瓶(食品、獨家高活性WB菌、TriBio Sync配方、使排便順暢、日本原裝),220.0,4.18
